nct_id,intervention_type,term,tokenizer,token_count,fragmentation_score
NCT02206425,DRUG,dexamethasone,clinicalbert,5,5.0
NCT02206425,DRUG,prednisone,bert-base-uncased,4,4.0
NCT02206425,DRUG,prednisone,roberta-base,3,3.0
NCT02206425,DRUG,prednisone,clinicalbert,3,3.0
NCT02206425,DRUG,lenalidomide,bert-base-uncased,4,4.0
NCT02206425,DRUG,lenalidomide,roberta-base,4,4.0
NCT02206425,DRUG,lenalidomide,clinicalbert,4,4.0
NCT02206425,DRUG,bortezomib,bert-base-uncased,5,5.0
NCT02206425,DRUG,bortezomib,roberta-base,5,5.0
NCT02206425,DRUG,bortezomib,clinicalbert,4,4.0
NCT02206425,DRUG,carfilzomib,bert-base-uncased,5,5.0
NCT02206425,DRUG,carfilzomib,roberta-base,5,5.0
NCT02206425,DRUG,carfilzomib,clinicalbert,4,4.0
NCT02206425,DRUG,ixazomib,bert-base-uncased,4,4.0
NCT02206425,DRUG,ixazomib,roberta-base,4,4.0
NCT02206425,DRUG,ixazomib,clinicalbert,4,4.0
NCT02453776,DRUG,infliximab,bert-base-uncased,5,5.0
NCT02453776,DRUG,infliximab,roberta-base,4,4.0
NCT02453776,DRUG,infliximab,clinicalbert,5,5.0
NCT01526889,DRUG,immunosuppressive,bert-base-uncased,5,5.0
NCT01526889,DRUG,immunosuppressive,roberta-base,5,5.0
NCT01526889,DRUG,immunosuppressive,clinicalbert,6,6.0
NCT00536068,DRUG,acetaminophen,bert-base-uncased,5,5.0
NCT00536068,DRUG,acetaminophen,roberta-base,3,3.0
NCT00536068,DRUG,acetaminophen,clinicalbert,4,4.0
NCT00536068,DRUG,myocardial infarction,bert-base-uncased,6,3.0
NCT00536068,DRUG,myocardial infarction,roberta-base,6,3.0
NCT00536068,DRUG,myocardial infarction,clinicalbert,7,3.5
NCT02092350,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT02092350,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT02092350,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT00666991,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT00666991,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT00666991,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT00411190,DRUG,atorvastatin,bert-base-uncased,5,5.0
NCT00411190,DRUG,atorvastatin,roberta-base,4,4.0
NCT00411190,DRUG,atorvastatin,clinicalbert,4,4.0
NCT00411190,DRUG,acetaminophen,bert-base-uncased,5,5.0
NCT00411190,DRUG,acetaminophen,roberta-base,3,3.0
NCT00411190,DRUG,acetaminophen,clinicalbert,4,4.0
NCT00411190,DRUG,ibuprofen,bert-base-uncased,4,4.0
NCT00411190,DRUG,ibuprofen,roberta-base,4,4.0
NCT00411190,DRUG,ibuprofen,clinicalbert,3,3.0
NCT01523990,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT01523990,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT01523990,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT00278213,DRUG,cyclophosphamide,bert-base-uncased,6,6.0
NCT00278213,DRUG,cyclophosphamide,roberta-base,4,4.0
NCT00278213,DRUG,cyclophosphamide,clinicalbert,7,7.0
NCT00278213,DRUG,alemtuzumab,bert-base-uncased,5,5.0
NCT00278213,DRUG,alemtuzumab,roberta-base,6,6.0
NCT00278213,DRUG,alemtuzumab,clinicalbert,5,5.0
NCT00278213,DRUG,chemotherapy,bert-base-uncased,1,1.0
NCT00278213,DRUG,chemotherapy,roberta-base,3,3.0
NCT00278213,DRUG,chemotherapy,clinicalbert,4,4.0
NCT02213913,DRUG,prednisone,bert-base-uncased,4,4.0
NCT02213913,DRUG,prednisone,roberta-base,3,3.0
NCT02213913,DRUG,prednisone,clinicalbert,3,3.0
NCT02213913,DRUG,cyclophosphamide,bert-base-uncased,6,6.0
NCT02213913,DRUG,cyclophosphamide,roberta-base,4,4.0
NCT02213913,DRUG,cyclophosphamide,clinicalbert,7,7.0
NCT02213913,DRUG,lenalidomide,bert-base-uncased,4,4.0
NCT02213913,DRUG,lenalidomide,roberta-base,4,4.0
NCT02213913,DRUG,lenalidomide,clinicalbert,4,4.0
NCT02213913,DRUG,rituximab,bert-base-uncased,5,5.0
NCT02213913,DRUG,rituximab,roberta-base,4,4.0
NCT02213913,DRUG,rituximab,clinicalbert,4,4.0
NCT02213913,DRUG,chemotherapy,bert-base-uncased,1,1.0
NCT02213913,DRUG,chemotherapy,roberta-base,3,3.0
NCT02213913,DRUG,chemotherapy,clinicalbert,4,4.0
NCT01575860,DRUG,lenalidomide,bert-base-uncased,4,4.0
NCT01575860,DRUG,lenalidomide,roberta-base,4,4.0
NCT01575860,DRUG,lenalidomide,clinicalbert,4,4.0
NCT01626560,DRUG,cytokine,bert-base-uncased,3,3.0
NCT01626560,DRUG,cytokine,roberta-base,4,4.0
NCT01626560,DRUG,cytokine,clinicalbert,4,4.0
NCT07635082,DRUG,letrozole,bert-base-uncased,4,4.0
NCT07635082,DRUG,letrozole,roberta-base,4,4.0
NCT07635082,DRUG,letrozole,clinicalbert,4,4.0
NCT02218424,DRUG,randomized controlled,bert-base-uncased,3,1.5
NCT02218424,DRUG,randomized controlled,roberta-base,3,1.5
NCT02218424,DRUG,randomized controlled,clinicalbert,3,1.5
NCT02218424,DRUG,intravenous,bert-base-uncased,3,3.0
NCT02218424,DRUG,intravenous,roberta-base,4,4.0
NCT02218424,DRUG,intravenous,clinicalbert,3,3.0
NCT02960659,DRUG,metformin,bert-base-uncased,3,3.0
NCT02960659,DRUG,metformin,roberta-base,3,3.0
NCT02960659,DRUG,metformin,clinicalbert,3,3.0
NCT02960659,DRUG,type 2 diabetes,bert-base-uncased,3,1.0
NCT02960659,DRUG,type 2 diabetes,roberta-base,3,1.0
NCT02960659,DRUG,type 2 diabetes,clinicalbert,3,1.0
NCT01227980,DRUG,dexamethasone,bert-base-uncased,5,5.0
NCT01227980,DRUG,dexamethasone,roberta-base,6,6.0
NCT01227980,DRUG,dexamethasone,clinicalbert,5,5.0
NCT00453479,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT00453479,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT00453479,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT00453479,DRUG,pharmacodynamics,bert-base-uncased,6,6.0
NCT00453479,DRUG,pharmacodynamics,roberta-base,3,3.0
NCT00453479,DRUG,pharmacodynamics,clinicalbert,6,6.0
NCT00784446,DRUG,imatinib,bert-base-uncased,3,3.0
NCT00784446,DRUG,imatinib,roberta-base,3,3.0
NCT00784446,DRUG,imatinib,clinicalbert,3,3.0
NCT00784446,DRUG,bevacizumab,bert-base-uncased,5,5.0
NCT00784446,DRUG,bevacizumab,roberta-base,6,6.0
NCT00784446,DRUG,bevacizumab,clinicalbert,5,5.0
NCT03436862,DRUG,nivolumab,bert-base-uncased,4,4.0
NCT03436862,DRUG,nivolumab,roberta-base,5,5.0
NCT03436862,DRUG,nivolumab,clinicalbert,4,4.0
